id,name,birthday,height,weight
5272,Gary Coulibaly,1986-03-30 00:00:00,185.42,190
5362,"Ifet Taljevic,23",1980-06-12 00:00:00,177.8,159
5440,Marjan Petkovic,1979-05-22 00:00:00,185.42,185
5468,Freddy Mombongo-Dues,1985-08-30 00:00:00,187.96,192
5610,Yann Jouffre,1984-07-23 00:00:00,175.26,143
5629,Bertrand Robert,1983-11-16 00:00:00,175.26,150
5631,Jeremy Blayac,1983-06-13 00:00:00,187.96,176
5662,Dimitri Bulykin,1979-11-20 00:00:00,190.5,187
5686,Gerry Koning,1980-01-01 00:00:00,180.34,159
5687,Rowin van Zaanen,1984-09-18 00:00:00,175.26,161
5693,Kees Kwakman,1983-06-10 00:00:00,187.96,176
5700,Charles Dissels,1984-12-21 00:00:00,180.34,181
5703,Otman Bakkal,1985-02-27 00:00:00,182.88,176
5710,Diederik Boer,1980-09-24 00:00:00,193.04,198
6757,Denis Dessaer,1983-06-17 00:00:00,190.5,196
6771,Oliver Vinamont,1985-07-15 00:00:00,175.26,165
6798,Roel van Hemert,1984-11-21 00:00:00,182.88,179
6800,Jonas Ivens,1984-10-14 00:00:00,187.96,190
6803,Brecht Verbrugghe,1982-04-29 00:00:00,182.88,165
6824,Pedro Kamata,1981-09-06 00:00:00,165.1,130
6853,Fabian Vargas,1980-04-17 00:00:00,177.8,157
6864,Santiago Acasiete,1977-11-22 00:00:00,182.88,172
6911,Fabian Canobbio,1980-03-10 00:00:00,177.8,165
7099,Toni Lehtinen,1984-05-05 00:00:00,182.88,172
7206,Sebastian Sorsa,1984-01-25 00:00:00,175.26,154
7226,Roni Porokara,1983-12-12 00:00:00,182.88,183
7284,Kasper Haemaelaeinen,1986-08-08 00:00:00,187.96,170
7334,Anssi Jaakkola,1987-03-13 00:00:00,193.04,194
7604,Tom van Hyfte,1986-04-28 00:00:00,187.96,150
7616,Kristian Nushi,1982-07-21 00:00:00,175.26,159
7621,Anthony Favre,1984-02-01 00:00:00,193.04,198
7627,Thierno Bah,1982-10-05 00:00:00,175.26,150
7628,Tibert Pont,1984-01-23 00:00:00,177.8,154
7663,Jerome Schneider,1981-11-04 00:00:00,182.88,161
7681,Josip Colina,1980-11-08 00:00:00,187.96,196
7683,Alessandro Iandoli,1984-04-29 00:00:00,180.34,181
8777,Michele Polverino,1984-09-26 00:00:00,175.26,161
8780,Marco Perez,1990-09-18 00:00:00,182.88,168
8784,Stefan Nater,1984-01-20 00:00:00,185.42,165
8800,Thomas Reinmann,1983-04-09 00:00:00,175.26,163
8837,Angelo Raso,1981-07-20 00:00:00,172.72,159
8840,Cristian Florin Ianu,1983-10-16 00:00:00,177.8,159
8881,Marco Padalino,1983-12-08 00:00:00,177.8,168
8893,Antoine Rey,1986-08-25 00:00:00,167.64,148
8922,Nikica Jelavic,1985-08-27 00:00:00,187.96,185
8925,Ryan Thomson,1991-04-13 00:00:00,182.88,157
8930,Hrvoje Cale,1985-03-04 00:00:00,182.88,170
8932,Dino Drpic,1981-05-26 00:00:00,193.04,196
8985,Mile Jedinak,1984-08-03 00:00:00,187.96,172
9079,Mensur Mujdza,1984-03-28 00:00:00,185.42,170
9086,Ivica Vrdoljak,1983-09-19 00:00:00,187.96,192
9124,"Ivan Radeljic,18",1980-06-09 00:00:00,190.5,187
9128,Tomislav Dujmovic,1981-02-26 00:00:00,187.96,179
9144,Yasin Karaca,1983-12-16 00:00:00,170.18,148
9149,Joost Volmer,1974-03-07 00:00:00,182.88,170
9183,Janos Balogh,1982-11-29 00:00:00,193.04,183
9203,Tibor Tisza,1984-11-11 00:00:00,175.26,154
9213,Peter Czvitkovics,1983-02-10 00:00:00,177.8,172
9307,Balazs Toth,1981-09-24 00:00:00,175.26,154
9449,Oleksandr Shevelyukhin,1982-08-27 00:00:00,193.04,194
10348,Alejandro Dominguez,1981-06-10 00:00:00,175.26,161
10404,Stanislav Vlcek,1976-02-26 00:00:00,182.88,174
10474,Evaldas Razulis,1986-04-03 00:00:00,177.8,161
10491,Diniyar Bilyaletdinov,1985-02-27 00:00:00,185.42,170
10637,Andris Vanins,1980-04-30 00:00:00,185.42,176
10880,Robbie Haemhouts,1983-12-09 00:00:00,175.26,139
10933,Robert Jez,1981-07-10 00:00:00,177.8,159
10950,Pavel Krmas,1980-03-03 00:00:00,193.04,190
10967,Petr Jiracek,1986-03-02 00:00:00,180.34,170
10984,Maros Klimpl,1980-07-04 00:00:00,180.34,172
11024,Tomas Cerny,1985-04-10 00:00:00,182.88,183
11027,Roman Hubnik,1984-06-06 00:00:00,193.04,183
11038,Vojtech Schulmeister,1983-09-09 00:00:00,182.88,174
11049,Matej Krajcik,1978-03-19 00:00:00,182.88,179
11052,Michal Svec,1987-03-19 00:00:00,180.34,150
11061,Csaba Horvath,1982-05-02 00:00:00,193.04,181
11242,Konstantin Engel,1988-07-27 00:00:00,177.8,174
11263,Roman Prokoph,1985-08-06 00:00:00,182.88,165
11285,Lucas,1991-07-14 00:00:00,185.42,181
11316,Jean-Louis Leca,1985-09-21 00:00:00,180.34,165
11317,Florent Ghisolfi,1985-02-28 00:00:00,175.26,154
11319,Benoit Costil,1987-07-03 00:00:00,187.96,190
11320,Steeve Elana,1980-07-11 00:00:00,187.96,187
11321,Vincent Plante,1980-10-19 00:00:00,190.5,187
11323,Cedric Hengbart,1980-07-13 00:00:00,182.88,161
11324,Nicolas Seube,1979-08-11 00:00:00,180.34,159
11327,Anthony Deroin,1979-03-15 00:00:00,162.56,146
11329,Reynald Lemaitre,1983-06-28 00:00:00,175.26,150
11332,Yohann Eudeline,1982-06-23 00:00:00,182.88,163
11336,Rudy Riou,1980-01-22 00:00:00,185.42,172
11349,Jose Gaspar,1975-06-01 00:00:00,190.5,185
11357,Olafur Ingi Skulason,1983-04-01 00:00:00,182.88,179
11496,Wade Elliott,1978-12-14 00:00:00,177.8,143
11498,Stuart Nelson,1981-09-17 00:00:00,187.96,185
11555,Fernando Soriano,1979-09-24 00:00:00,187.96,179
11569,Avi Strool,1980-09-18 00:00:00,185.42,172
11576,Tamir Cohen,1984-03-04 00:00:00,180.34,170
11671,Gael Genevier,1982-06-26 00:00:00,175.26,157
11685,Antonio Candreva,1987-02-28 00:00:00,180.34,154
11716,Pedro Roma,1970-08-13 00:00:00,185.42,183
11726,Nuno Piloto,1982-03-19 00:00:00,177.8,161
11734,Tininho,1980-10-13 00:00:00,175.26,168
11736,Antolin Alcaraz,1982-07-30 00:00:00,187.96,176
11743,Artur,1984-02-18 00:00:00,175.26,152
11746,Pedro Alves,1979-02-08 00:00:00,187.96,176
11747,Alessandro Mangiarrati,1978-09-15 00:00:00,182.88,172
11752,Marco Paulo,1973-05-28 00:00:00,180.34,168
11754,Ruben Amorim,1985-01-27 00:00:00,180.34,172
11758,Eliseu,1983-10-01 00:00:00,175.26,165
11759,"Carlos Milhazes,22",1981-03-17 00:00:00,180.34,170
11760,Jorge Baptista,1977-04-02 00:00:00,185.42,192
11778,Roversio,1984-01-17 00:00:00,187.96,154
11788,"Rui Baiao,22",1980-09-04 00:00:00,180.34,165
11795,Ferreira,1983-08-10 00:00:00,175.26,159
11796,Briguel,1979-03-08 00:00:00,175.26,161
11798,Zeca,1988-08-31 00:00:00,180.34,150
11801,Luis Olim,1981-08-27 00:00:00,177.8,152
11827,Fernando Cardozo,1979-03-17 00:00:00,185.42,163
11829,Bruno Patacas,1977-11-30 00:00:00,175.26,161
11833,de Oliveira Cleber Monteiro,1980-05-23 00:00:00,182.88,170
11836,Marcelo Pereira Bruno,1974-06-30 00:00:00,175.26,161
11840,Miguel Fidalgo,1982-03-19 00:00:00,177.8,159
11849,Pedro Moreira,1989-03-15 00:00:00,182.88,165
11851,Nuno Silva,1975-10-27 00:00:00,180.34,170
11860,Jose Manuel Ze Gomes,1976-09-24 00:00:00,175.26,174
11861,Bruno Mendes,1976-03-15 00:00:00,182.88,181
11863,Danielson,1981-01-09 00:00:00,187.96,170
11865,"Ferreira Delson,28",1980-07-26 00:00:00,175.26,154
11876,Laranjeiro,1983-01-18 00:00:00,182.88,168
11897,Flavio Meireles,1976-10-03 00:00:00,187.96,194
11901,Ricardo Pessoa,1982-02-05 00:00:00,172.72,152
12005,Ersen Martin,1979-05-23 00:00:00,195.58,187
12099,"Marcel MBayo,25",1978-04-24 00:00:00,167.64,137
12209,Tomas Kosicky,1986-03-11 00:00:00,198.12,205
12245,Adam Nemec,1985-09-02 00:00:00,190.5,198
12246,Stanislav Sestak,1982-12-16 00:00:00,177.8,161
12283,Robert Demjan,1982-10-26 00:00:00,182.88,168
12288,Jan Durica,1981-12-10 00:00:00,187.96,190
12307,Miroslav Bozok,1984-10-19 00:00:00,175.26,152
12310,Rudolf Urban,1980-03-01 00:00:00,180.34,176
12318,Dusan Pernis,1984-11-28 00:00:00,190.5,198
12320,Dalibor Pleva,1984-04-02 00:00:00,180.34,152
12327,Matej Izvolt,1986-06-05 00:00:00,177.8,159
12330,Peter Pekarik,1986-10-30 00:00:00,175.26,154
12340,"Richard Zajac,28",1976-08-16 00:00:00,185.42,179
12371,Kamil Kopunek,1984-05-18 00:00:00,177.8,157
12374,Pavol Stano,1977-09-29 00:00:00,190.5,185
12381,Jan Slovenciak,1981-11-11 00:00:00,193.04,196
12386,Krisztian Nemeth,1989-01-05 00:00:00,180.34,163
12405,Elvedin Dzinic,1985-08-25 00:00:00,185.42,176
12418,Dragan Jelic,1986-02-27 00:00:00,182.88,170
12431,Jure Travner,1985-09-28 00:00:00,180.34,174
12454,Branko Ilic,1983-02-06 00:00:00,187.96,176
12473,Marko Suler,1983-03-09 00:00:00,185.42,174
12574,Zlatan Ljubijankic,1983-12-15 00:00:00,185.42,176
12692,Kanu,1987-09-23 00:00:00,190.5,181
12763,Nicolae Ovidiu Herea,1985-03-26 00:00:00,180.34,154
12766,Cristian Sapunaru,1984-04-05 00:00:00,187.96,179
12985,Christos Karypidis,1982-12-02 00:00:00,185.42,176
13033,Orestis Karnezis,1985-07-11 00:00:00,190.5,174
13034,Michalis Sifakis,1984-09-09 00:00:00,185.42,174
13131,Tomislav Pacovski,1982-06-28 00:00:00,185.42,185
13191,Ioannis Maniatis,1986-10-12 00:00:00,175.26,150
13225,Fabian Pawela,1985-11-30 00:00:00,187.96,181
13301,Kamil Kuzera,1983-03-11 00:00:00,180.34,165
13320,Krzysztof Kotorowski,1976-09-12 00:00:00,187.96,190
13327,Pawel Sasin,1983-10-02 00:00:00,177.8,148
13329,Blazej Telichowski,1984-06-06 00:00:00,187.96,179
13334,Lukasz Madej,1982-04-14 00:00:00,175.26,154
13345,Pawel Kieszek,1984-04-16 00:00:00,187.96,181
13349,Antoni Lukasiewicz,1983-06-26 00:00:00,187.96,190
13350,Wojciech Szymanek,1982-03-01 00:00:00,185.42,179
13376,Jakub Rzezniczak,1986-10-26 00:00:00,182.88,179
13383,Maciej Korzym,1988-05-02 00:00:00,180.34,170
13390,Wojciech Skaba,1984-04-09 00:00:00,190.5,179
13405,Marcin Malinowski,1975-11-06 00:00:00,177.8,163
13410,Mariusz Zganiacz,1984-01-13 00:00:00,172.72,154
13423,Marcin Wasilewski,1980-06-09 00:00:00,185.42,194
13425,Wahan Gevorgyan,1981-12-19 00:00:00,172.72,157
13428,Slawomir Peszko,1985-02-19 00:00:00,172.72,154
13436,Krzysztof Pilarz,1980-11-09 00:00:00,182.88,172
13437,Piotr Celeban,1985-06-25 00:00:00,180.34,168
13449,Lukasz Tralka,1984-05-11 00:00:00,185.42,183
13454,Sebastian Przyrowski,1981-11-30 00:00:00,193.04,174
13471,Radoslaw Cierzniak,1983-04-24 00:00:00,182.88,179
13472,Arkadiusz Malarz,1980-06-19 00:00:00,187.96,190
13473,Maciej Mielcarz,1980-10-15 00:00:00,198.12,209
13474,Jaroslaw Bieniuk,1979-06-04 00:00:00,193.04,183
13476,Dawid Kucharski,1984-11-19 00:00:00,182.88,176
13477,Tomasz Lisowski,1985-04-04 00:00:00,180.34,176
13480,Grzegorz Wojtkowiak,1984-01-26 00:00:00,182.88,165
13481,Hubert Wolakiewicz,1985-10-21 00:00:00,182.88,174
13483,Filip Burkhardt,1987-03-23 00:00:00,175.26,152
13486,Marcin Kikut,1983-06-25 00:00:00,177.8,165
13490,Szymon Sawala,1982-09-25 00:00:00,185.42,179
13494,Jakub Szmatula,1981-03-22 00:00:00,187.96,179
13504,Mateusz Zytko,1982-11-27 00:00:00,187.96,181
13513,Pawel Strak,1983-03-24 00:00:00,187.96,185
13515,Lukasz Mierzejewski,1982-08-31 00:00:00,182.88,176
13518,Lukasz Piszczek,1985-06-03 00:00:00,182.88,174
13533,Piotr Polczak,1986-08-25 00:00:00,193.04,165
13538,Dawid Plizga,1985-11-17 00:00:00,172.72,161
13549,Vejlko Nikitovic,1980-10-03 00:00:00,185.42,176
13551,Tomasz Brzyski,1982-01-10 00:00:00,170.18,150
13554,Mariusz Pawelec,1986-04-14 00:00:00,180.34,159
13557,Dawid Soldecki,1987-04-29 00:00:00,185.42,172
13917,Liam Kelly,1990-02-10 00:00:00,187.96,194
14039,Paul Dixon,1986-11-22 00:00:00,177.8,157
14100,Alan Mannus,1982-05-19 00:00:00,187.96,203
14487,Roei Dayan,1984-09-19 00:00:00,185.42,176
14521,Maor Melikson,1984-10-30 00:00:00,175.26,154
14533,Gal Alberman,1983-04-17 00:00:00,177.8,157
14551,Dekel Keinan,1984-09-15 00:00:00,185.42,163
14557,Lior Rafaelov,1986-04-26 00:00:00,175.26,154
14560,Eden Ben Basat,1986-09-08 00:00:00,182.88,165
14593,Eliran Atar,1987-02-17 00:00:00,177.8,161
14642,Yoav Ziv,1981-03-16 00:00:00,175.26,165
14658,Vladimir Dvalishvili,1986-04-20 00:00:00,182.88,181
15361,Jasmin Buric,1987-02-18 00:00:00,193.04,183
15403,Edin Dzeko,1986-03-17 00:00:00,193.04,185
15425,Veldin Muharemovic,1984-12-06 00:00:00,182.88,170
15456,Josip Barisic,1981-03-07 00:00:00,193.04,185
15608,Amir Spahic,1983-09-13 00:00:00,187.96,185
15652,Ivica Dzidic,1984-02-08 00:00:00,182.88,174
15661,Davor Landeka,1984-09-18 00:00:00,177.8,163
15662,Sulejman Smajic,1984-08-13 00:00:00,172.72,143
15732,Ivan Radovanovic,1988-08-29 00:00:00,187.96,176
15905,Stanley Aborah,1987-06-23 00:00:00,170.18,148
15913,Dimitrija Lazarevski,1982-09-23 00:00:00,177.8,165
15938,Jovan Kostovski,1987-04-19 00:00:00,187.96,185
16199,Boban Bajkovic,1985-03-15 00:00:00,187.96,185
16210,Marko Perovic,1984-01-11 00:00:00,185.42,168
16218,Simon Vukcevic,1986-01-29 00:00:00,180.34,179
16230,Milan Smiljanic,1986-11-19 00:00:00,182.88,172
16254,Dusan Veskovac,1986-03-16 00:00:00,187.96,181
16292,Branko Lazarevic,1984-05-14 00:00:00,185.42,170
16300,Gojko Kacar,1987-01-26 00:00:00,185.42,185
16323,Nikola Nikezic,1981-06-13 00:00:00,187.96,172
16351,Aleksandar Kolarov,1985-11-10 00:00:00,187.96,183
16362,Andjelko Djuricic,1980-11-21 00:00:00,190.5,187
16368,Savo Pavicevic,1980-12-11 00:00:00,185.42,190
16387,Mladen Lazarevic,1984-01-16 00:00:00,187.96,172
16428,Ivan Stevanovic,1983-06-24 00:00:00,182.88,170
16475,Nikola Vukcevic,1991-12-13 00:00:00,182.88,168
16493,Pavle Ninkov,1985-04-20 00:00:00,180.34,176
16511,Konstantin Vassiljev,1984-08-16 00:00:00,175.26,168
16636,Mikhail Sivakov,1988-01-16 00:00:00,187.96,176
16678,Anton Putsila,1987-06-10 00:00:00,180.34,163
17233,Zlatko Janjic,1986-05-07 00:00:00,187.96,183
17259,Marnix Kolder,1981-01-31 00:00:00,190.5,187
17276,Aloys Nong,1983-10-16 00:00:00,180.34,170
17296,Claude Gnakpa,1983-06-09 00:00:00,182.88,192
17299,Carlos Carmona,1987-07-05 00:00:00,177.8,159
17312,Anther Yahia,1982-03-21 00:00:00,182.88,165
17319,Kenny Deuchar,1980-08-06 00:00:00,190.5,179
17343,David Barron,1987-09-10 00:00:00,177.8,174
17361,Iain Davidson,1984-01-14 00:00:00,180.34,165
17391,Andy Jackson,1988-01-09 00:00:00,177.8,132
17480,Martin Canning,1981-12-03 00:00:00,187.96,165
17525,Jim McAlister,1985-11-02 00:00:00,180.34,159
17528,Chris Millar,1983-03-30 00:00:00,175.26,143
17568,Gavin Skelton,1981-03-27 00:00:00,177.8,154
17600,Darren McGregor,1985-08-07 00:00:00,182.88,192
17606,Liam Buchanan,1985-03-27 00:00:00,172.72,148
17620,Stuart Kettlewell,1984-06-04 00:00:00,182.88,154
17703,Jeremy Perbet,1984-12-12 00:00:00,182.88,172
17711,Gareth Wardlaw,1979-03-07 00:00:00,182.88,165
17749,Iain Vigurs,1988-05-07 00:00:00,172.72,159
17761,Jacob Mulenga,1984-02-12 00:00:00,185.42,190
17762,Ghislain Gimbert,1985-08-07 00:00:00,182.88,176
17806,Nassim Akrour,1974-07-10 00:00:00,180.34,159
17836,Angelo,1981-06-12 00:00:00,175.26,172
17848,Robert Braber,1982-11-09 00:00:00,193.04,168
17855,Edouard Duplan,1983-05-13 00:00:00,180.34,163
17866,Andrew Reid,1982-07-29 00:00:00,170.18,165
17869,Dusan Kuciak,1985-05-21 00:00:00,193.04,203
17875,Jordan Loties,1984-08-05 00:00:00,190.5,181
17883,"Emanuel Obiora Odita,19",1983-05-15 00:00:00,182.88,179
17887,Matt Done,1988-07-22 00:00:00,177.8,143
18164,Mariano Pavone,1982-05-27 00:00:00,180.34,176
18376,Matias Fritzler,1986-08-23 00:00:00,177.8,161
18384,Diego Valeri,1986-05-01 00:00:00,177.8,165
18388,"Leandro Gioda,28",1984-10-01 00:00:00,193.04,192
18395,Marcos Aguirre,1984-03-30 00:00:00,170.18,150
18483,Pablo Javier Perez,1985-08-10 00:00:00,177.8,157
18500,Maximiliano Pellegrino,1980-01-26 00:00:00,182.88,159
18501,Hernan Pellerano,1984-06-04 00:00:00,180.34,163
18506,Mauro Zarate,1987-03-18 00:00:00,175.26,168
18518,Jose Sosa,1985-06-19 00:00:00,180.34,170
18520,Marcos Angeleri,1983-04-07 00:00:00,182.88,168
18521,Jose Maria Basanta,1984-04-03 00:00:00,187.96,172
18533,Loic Loval-Landre,1981-09-28 00:00:00,175.26,143
18548,Jose Ze Pedro,1978-10-18 00:00:00,185.42,185
18549,Tiago Targino,1986-06-06 00:00:00,180.34,168
18552,Ferreira de Matos Alonso,1980-08-11 00:00:00,175.26,159
18558,Nicolas Navarro,1985-03-25 00:00:00,190.5,192
18576,Lucas Barrios,1984-11-13 00:00:00,187.96,185
18590,Cristian Llama,1986-06-26 00:00:00,180.34,168
18592,Roman Martinez,1983-03-27 00:00:00,182.88,179
18628,Marco Ruben,1986-10-26 00:00:00,177.8,165
18636,Pablo Barzola,1983-11-17 00:00:00,177.8,179
18644,Federico Almerares,1985-05-02 00:00:00,182.88,174
18653,Jose Gustavo Sand,1980-07-17 00:00:00,182.88,174
18664,Christian Fernandez,1985-10-01 00:00:00,182.88,170
18673,Gustavo Cabral,1985-10-14 00:00:00,182.88,179
18705,Jesus Datolo,1984-05-19 00:00:00,177.8,159
18733,Pablo Barrientos,1985-01-17 00:00:00,175.26,152
18734,Dario Cvitanich,1984-05-16 00:00:00,175.26,159
18784,Emiliano Daniel Armenteros,1986-01-18 00:00:00,180.34,172
18814,Fernando Gago,1986-04-10 00:00:00,177.8,154
18816,Pablo Martin Ledesma,1984-02-04 00:00:00,177.8,174
18820,Ezequiel Scarione,1985-07-14 00:00:00,177.8,157
18823,Matias Silvestre,1984-09-25 00:00:00,185.42,172
18848,Jonathan Bottinelli,1984-09-14 00:00:00,180.34,174
18853,Claudio Morel,1978-02-02 00:00:00,175.26,163
18859,Mauro Boselli,1985-05-22 00:00:00,185.42,165
18880,Nicolas Federico Spolli,1983-02-20 00:00:00,193.04,198
18904,David Abraham,1986-07-15 00:00:00,187.96,183
18913,Juan Eduardo Eluchans,1980-04-14 00:00:00,177.8,150
18923,Carlos Matheu,1985-05-13 00:00:00,185.42,176
18925,Ezequiel Lavezzi,1985-05-03 00:00:00,172.72,165
18945,Santiago Gentiletti,1985-01-09 00:00:00,182.88,174
19000,Dante Adrian Senger,1983-03-04 00:00:00,187.96,187
19014,Guillaume Ducatel,1979-01-21 00:00:00,175.26,165
19020,Christopher Samba,1984-03-28 00:00:00,193.04,220
19232,Rafael Miranda,1984-08-11 00:00:00,177.8,165
19243,Diego Costa,1988-10-07 00:00:00,187.96,187
19249,Danilo,1984-05-10 00:00:00,185.42,165
19264,Evandro Goebel,1986-08-23 00:00:00,177.8,159
19277,Dinei,1983-11-11 00:00:00,185.42,172
19281,Edivaldo Rojas,1985-11-17 00:00:00,180.34,161
19285,Rafael Marques,1983-09-21 00:00:00,182.88,172
19297,Thiago Xavier,1983-12-27 00:00:00,180.34,168
19309,Edson Sitta,1983-06-17 00:00:00,180.34,170
19310,Dyego Rocha Coelho,1983-03-22 00:00:00,177.8,159
19327,Miranda,1984-09-07 00:00:00,185.42,168
19344,Artur,1981-01-25 00:00:00,193.04,209
19352,Jonathan,1986-02-27 00:00:00,170.18,159
19353,Fabionn Lopes Patrick,1980-09-20 00:00:00,180.34,161
19370,Rodrigo Arroz,1984-03-21 00:00:00,182.88,168
19372,Bruno China,1982-08-05 00:00:00,182.88,163
19380,Vinicius Pacheco,1985-09-07 00:00:00,172.72,152
19393,Diego,1979-05-11 00:00:00,187.96,203
19403,Galatto,1983-04-10 00:00:00,193.04,201
19427,Claudio Pitbull,1982-01-08 00:00:00,172.72,165
19434,Marcelo Boeck,1984-11-28 00:00:00,190.5,190
19435,Renan,1985-01-24 00:00:00,185.42,181
19436,Edinho,1983-01-15 00:00:00,182.88,185
19439,Joao Guilherme,1986-04-21 00:00:00,182.88,163
19446,Pedro Silva,1981-04-25 00:00:00,180.34,176
19488,Rivaldo,1985-08-25 00:00:00,180.34,165
19489,Halisson,1985-06-28 00:00:00,187.96,181
19511,Josue,1979-07-19 00:00:00,170.18,146
19512,Renan Silva,1985-03-29 00:00:00,180.34,163
19515,Cassio,1980-08-12 00:00:00,185.42,174
19524,Claudemir,1984-08-17 00:00:00,175.26,165
19531,Silva,1984-08-26 00:00:00,187.96,172
19533,Neymar,1992-02-05 00:00:00,175.26,150
19674,Branko Jelic,1977-05-05 00:00:00,182.88,170
19696,Zhi Zheng,1980-08-20 00:00:00,180.34,165
19908,Junmin Hao,1987-03-24 00:00:00,180.34,163
20118,Takafumi Akahoshi,1986-05-26 00:00:00,175.26,150
20125,Hajime Hosogai,1986-06-10 00:00:00,177.8,150
20174,Koki Mizuno,1985-09-06 00:00:00,172.72,128
20196,Kisho Yano,1984-04-05 00:00:00,185.42,168
20241,Takahito Soma,1981-12-10 00:00:00,175.26,165
20276,Hulk,1986-07-25 00:00:00,180.34,187
20323,Carciano,1981-05-13 00:00:00,177.8,163
20325,Marcelo Silva,1989-03-21 00:00:00,185.42,183
20329,Rafael Dias,1991-01-29 00:00:00,180.34,161
20342,Rafael Santos,1984-11-10 00:00:00,187.96,185
20396,Felipe Santana,1986-03-17 00:00:00,193.04,187
20399,Dudu,1982-05-15 00:00:00,165.1,132
20401,Michel Bastos,1983-08-02 00:00:00,177.8,163
20445,Ederson Tormena,1986-03-14 00:00:00,185.42,181
20446,Fagner,1989-06-11 00:00:00,167.64,148
20482,Marcos Ceara,1980-06-18 00:00:00,175.26,179
20645,Mike Havenaar,1987-05-20 00:00:00,193.04,179
20694,Shinji Okazaki,1986-04-16 00:00:00,175.26,168
20720,Robert Cullen,1985-06-07 00:00:00,180.34,163
20747,Eiji Kawashima,1983-03-20 00:00:00,185.42,181
20771,Akihiro Ienaga,1986-06-13 00:00:00,172.72,154
20790,Michihirio Yasuda,1987-12-20 00:00:00,172.72,163
21123,Erik Friberg,1986-02-10 00:00:00,180.34,146
21161,Amoreirinha,1984-08-05 00:00:00,182.88,183
21164,Thiago Neves,1985-02-27 00:00:00,182.88,154
21213,Daniel Dunst,1984-04-12 00:00:00,180.34,172
21410,Sebastian Leto,1986-08-30 00:00:00,187.96,183
21414,Oscar Trejo,1988-04-26 00:00:00,180.34,174
21445,Juca,1979-11-19 00:00:00,177.8,161
21446,Hernanes,1985-05-29 00:00:00,180.34,170
21450,Marc Bertran,1982-05-22 00:00:00,180.34,172
21458,Andre Leone,1979-02-12 00:00:00,182.88,179
21528,Mark Burchill,1980-08-18 00:00:00,172.72,163
21613,Nikola Kalinic,1988-01-05 00:00:00,187.96,176
21645,David Meul,1981-07-03 00:00:00,193.04,183
21657,Alexandre Di Gregorio,1980-02-12 00:00:00,175.26,176
21726,Ibrahima Conte,1991-04-03 00:00:00,175.26,132
21744,Bart Goossens,1985-01-05 00:00:00,182.88,150
21751,Mohammed Rabiu,1989-12-31 00:00:00,187.96,163
21753,Tim Matthijs,1983-12-23 00:00:00,180.34,168
21765,Jop van der Linden,1990-07-17 00:00:00,187.96,163
